id,firstname,lastname,birth,nba,height,weight,college,affiliation,leagues
899,D.J.,Wilson,"{'date': '1996-02-19', 'country': 'USA'}","{'start': 2017, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Michigan,Michigan/USA,"{'standard': {'jersey': 9, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 9, 'active': True, 'pos': 'F-C'}}"
751,Sterling,Brown,"{'date': '1995-02-10', 'country': 'USA'}","{'start': 2017, 'pro': 4}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '219', 'kilograms': '99.3'}",Southern Methodist,Southern Methodist/USA,"{'standard': {'jersey': None, 'active': True, 'pos': 'G-F'}, 'vegas': {'jersey': 23, 'active': True, 'pos': 'G'}}"
1498,JeQuan,Lewis,"{'date': '1994-09-04', 'country': 'USA'}","{'start': 0, 'pro': 0}","{'feets': '6', 'inches': '0', 'meters': '1.83'}","{'pounds': '170', 'kilograms': '77.1'}",VCU,VCU/USA,"{'vegas': {'jersey': 17, 'active': True, 'pos': 'G'}}"
1279,James,Blackmon Jr.,"{'date': '1995-04-25', 'country': 'USA'}","{'start': 0, 'pro': 0}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '200', 'kilograms': '90.7'}",Indiana,Indiana/USA,"{'vegas': {'jersey': 19, 'active': True, 'pos': 'G'}}"
844,Jaylen,Morris,"{'date': '1995-09-19', 'country': 'USA'}","{'start': 2017, 'pro': 2}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '185', 'kilograms': '83.9'}",Molloy,Molloy/USA,"{'standard': {'jersey': 30, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 30, 'active': True, 'pos': 'G'}, 'utah': {'jersey': 30, 'active': True, 'pos': 'G'}}"
1658,Craig,Victor,"{'date': '1995-02-27', 'country': 'USA'}","{'start': 0, 'pro': 0}","{'feets': '6', 'inches': '9', 'meters': '2.06'}","{'pounds': '235', 'kilograms': '106.6'}",Louisiana State,Louisiana State/USA,"{'vegas': {'jersey': 36, 'active': True, 'pos': 'F'}}"
962,Donte,DiVincenzo,"{'date': '1997-01-31', 'country': 'USA'}","{'start': 2018, 'pro': 3}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '203', 'kilograms': '92.1'}",Villanova,Villanova/USA,"{'standard': {'jersey': None, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 9, 'active': True, 'pos': 'G'}}"
964,Trevon,Duval,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': None, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': None, 'active': True, 'pos': 'G'}}"
996,Brandon,McCoy,"{'date': '1998-06-11', 'country': 'USA'}","{'start': 0, 'pro': 0}","{'feets': '7', 'inches': '1', 'meters': '2.16'}","{'pounds': '250', 'kilograms': '113.4'}",, USA,"{'standard': {'jersey': 12, 'active': False, 'pos': None}, 'vegas': {'jersey': 72, 'active': True, 'pos': 'C'}}"
954,Bonzie,Colson,"{'date': '1996-01-12', 'country': 'USA'}","{'start': 2018, 'pro': 1}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '225', 'kilograms': '102.1'}",Notre Dame,Notre Dame/USA,"{'standard': {'jersey': 50, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 50, 'active': True, 'pos': 'F'}}"
490,Jason,Smith,"{'date': '1986-03-02', 'country': 'USA'}","{'start': 2007, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Colorado State,Colorado State/USA,"{'standard': {'jersey': 14, 'active': False, 'pos': None}}"
323,Brook,Lopez,"{'date': '1988-04-01', 'country': 'USA'}","{'start': 2008, 'pro': 13}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '282', 'kilograms': '127.9'}",Stanford,Stanford/USA,"{'standard': {'jersey': 11, 'active': True, 'pos': 'C'}}"
237,George,Hill,"{'date': '1986-05-04', 'country': 'USA'}","{'start': 2008, 'pro': 13}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '188', 'kilograms': '85.3'}",Indiana-Purdue Indianapolis,Indiana-Purdue Indianapolis/USA,"{'standard': {'jersey': 3, 'active': True, 'pos': 'G'}}"
59,Eric,Bledsoe,"{'date': '1989-12-09', 'country': 'USA'}","{'start': 2010, 'pro': 11}","{'feets': '6', 'inches': '1', 'meters': '1.85'}","{'pounds': '214', 'kilograms': '97.1'}",Kentucky,Kentucky/USA,"{'standard': {'jersey': 5, 'active': True, 'pos': 'G'}}"
367,Nikola,Mirotic,"{'date': '1991-02-11', 'country': 'Montenegro'}","{'start': 2014, 'pro': 5}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '250', 'kilograms': '113.4'}", ,Montenegro/Montenegro,"{'standard': {'jersey': 41, 'active': True, 'pos': 'F'}}"
229,John,Henson,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 31, 'active': False, 'pos': None}}"
572,Tyler,Zeller,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 40, 'active': False, 'pos': None}}"
361,Khris,Middleton,"{'date': '1991-08-12', 'country': 'USA'}","{'start': 2012, 'pro': 9}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '222', 'kilograms': '100.7'}",Texas A&M,Texas A&M/USA,"{'standard': {'jersey': 22, 'active': True, 'pos': 'F'}, 'africa': {'jersey': 22, 'active': True, 'pos': 'F'}}"
91,Isaiah,Canaan,"{'date': '1991-05-21', 'country': 'USA'}","{'start': 2013, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Murray State,Murray State/USA,"{'standard': {'jersey': 7, 'active': False, 'pos': None}}"
379,Shabazz,Muhammad,"{'date': '1992-11-13', 'country': 'USA'}","{'start': 2013, 'pro': 5}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '225', 'kilograms': '102.1'}",UCLA,UCLA/USA,"{'standard': {'jersey': 15, 'active': False, 'pos': None}}"
492,Tony,Snell,"{'date': '1991-11-10', 'country': 'USA'}","{'start': 2013, 'pro': 8}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '213', 'kilograms': '96.6'}",New Mexico,New Mexico/USA,"{'standard': {'jersey': 21, 'active': True, 'pos': 'G'}}"
20,Giannis,Antetokounmpo,"{'date': '1994-12-06', 'country': 'Greece'}","{'start': 2013, 'pro': 8}","{'feets': '6', 'inches': '11', 'meters': '2.11'}","{'pounds': '242', 'kilograms': '109.8'}",Filathlitikos,Filathlitikos/Greece,"{'standard': {'jersey': 34, 'active': True, 'pos': 'F'}}"
134,Matthew,Dellavedova,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 8, 'active': True, 'pos': 'G'}}"
179,Tim,Frazier,"{'date': '1990-11-01', 'country': 'USA'}","{'start': 2014, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Penn State,Penn State/USA,"{'standard': {'jersey': 12, 'active': False, 'pos': None}}"
185,Pau,Gasol,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 16, 'active': False, 'pos': None}}"
1269,Jordan,Barnett,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 18, 'active': True, 'pos': 'F'}}"
1273,Trae,Bell Haynes,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 25, 'active': True, 'pos': 'G'}}"
1329,TJ,Cline,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 28, 'active': True, 'pos': 'F'}}"
1638,Jaesean,Tate,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 6, 'active': True, 'pos': 'F'}}"
554,Marvin,Williams,"{'date': '1986-06-19', 'country': 'USA'}","{'start': 2005, 'pro': 15}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '237', 'kilograms': '107.5'}",North Carolina,North Carolina/USA,"{'standard': {'jersey': 20, 'active': True, 'pos': 'F'}, 'africa': {'jersey': 2, 'active': True, 'pos': 'F'}}"
257,Ersan,Ilyasova,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 77, 'active': False, 'pos': None}}"
115,Pat,Connaughton,"{'date': '1993-01-06', 'country': 'USA'}","{'start': 2015, 'pro': 6}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '209', 'kilograms': '94.8'}",Notre Dame,Notre Dame/USA,"{'standard': {'jersey': 24, 'active': True, 'pos': 'G'}}"
50,Dragan,Bender,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 17, 'active': False, 'pos': None}, 'vegas': {'jersey': 35, 'active': True, 'pos': 'F'}}"
899,D.J.,Wilson,"{'date': '1996-02-19', 'country': 'USA'}","{'start': 2017, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Michigan,Michigan/USA,"{'standard': {'jersey': 9, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 9, 'active': True, 'pos': 'F-C'}}"
832,Frank,Mason,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 15, 'active': True, 'pos': 'G'}, 'sacramento': {'jersey': 10, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 26, 'active': True, 'pos': 'G'}}"
751,Sterling,Brown,"{'date': '1995-02-10', 'country': 'USA'}","{'start': 2017, 'pro': 4}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '219', 'kilograms': '99.3'}",Southern Methodist,Southern Methodist/USA,"{'standard': {'jersey': None, 'active': True, 'pos': 'G-F'}, 'vegas': {'jersey': 23, 'active': True, 'pos': 'G'}}"
962,Donte,DiVincenzo,"{'date': '1997-01-31', 'country': 'USA'}","{'start': 2018, 'pro': 3}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '203', 'kilograms': '92.1'}",Villanova,Villanova/USA,"{'standard': {'jersey': None, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 9, 'active': True, 'pos': 'G'}}"
954,Bonzie,Colson,"{'date': '1996-01-12', 'country': 'USA'}","{'start': 2018, 'pro': 1}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '225', 'kilograms': '102.1'}",Notre Dame,Notre Dame/USA,"{'standard': {'jersey': 50, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 50, 'active': True, 'pos': 'F'}}"
1308,Elijah,Bryant,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 19, 'active': True, 'pos': 'G'}, 'standard': {'jersey': 6, 'active': False, 'pos': None}}"
1485,Jock,Landale,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 43, 'active': True, 'pos': 'C'}, 'utah': {'jersey': 34, 'active': True, 'pos': 'C'}, 'standard': {'jersey': 11, 'active': True, 'pos': 'C'}}"
921,Jaylen,Adams,"{'date': '1996-05-04', 'country': 'USA'}","{'start': 2018, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",St. Bonaventure,St. Bonaventure/USA,"{'standard': {'jersey': 6, 'active': False, 'pos': None}, 'vegas': {'jersey': 2, 'active': True, 'pos': 'G'}}"
977,Johnny,Hamilton,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 24, 'active': False, 'pos': None}, 'vegas': {'jersey': 49, 'active': True, 'pos': 'C'}}"
989,Zach,Lofton,"{'date': '1992-11-18', 'country': 'USA'}","{'start': 2018, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",New Mexico State,New Mexico State/USA,"{'standard': {'jersey': 18, 'active': False, 'pos': None}, 'vegas': {'jersey': 18, 'active': True, 'pos': 'G'}}"
1017,Cameron,Reynolds,"{'date': '1995-02-07', 'country': 'USA'}","{'start': 2018, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Tulane,Tulane/USA,"{'standard': {'jersey': 42, 'active': False, 'pos': None}, 'vegas': {'jersey': 39, 'active': True, 'pos': 'F'}}"
2121,Matt,Farrell,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 15, 'active': True, 'pos': 'G'}}"
2137,Luke,Maye,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 31, 'active': True, 'pos': 'F'}, 'standard': {'jersey': 31, 'active': False, 'pos': None}}"
2152,Rayjon,Tucker,"{'date': '1997-09-24', 'country': 'USA'}","{'start': 2019, 'pro': 2}","{'feets': '6', 'inches': '3', 'meters': '1.9'}","{'pounds': '209', 'kilograms': '94.8'}",Arkansas-Little Rock,Arkansas-Little Rock/USA,"{'vegas': {'jersey': 59, 'active': True, 'pos': 'G'}, 'standard': {'jersey': 59, 'active': True, 'pos': 'G'}}"
323,Brook,Lopez,"{'date': '1988-04-01', 'country': 'USA'}","{'start': 2008, 'pro': 13}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '282', 'kilograms': '127.9'}",Stanford,Stanford/USA,"{'standard': {'jersey': 11, 'active': True, 'pos': 'C'}}"
325,Robin,Lopez,"{'date': '1988-04-01', 'country': 'USA'}","{'start': 2008, 'pro': 13}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '281', 'kilograms': '127.5'}",Stanford,Stanford/USA,"{'standard': {'jersey': 33, 'active': True, 'pos': 'C'}}"
237,George,Hill,"{'date': '1986-05-04', 'country': 'USA'}","{'start': 2008, 'pro': 13}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '188', 'kilograms': '85.3'}",Indiana-Purdue Indianapolis,Indiana-Purdue Indianapolis/USA,"{'standard': {'jersey': 3, 'active': True, 'pos': 'G'}}"
341,Wesley,Matthews,"{'date': '1986-10-14', 'country': 'USA'}","{'start': 2009, 'pro': 12}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '220', 'kilograms': '99.8'}",Marquette,Marquette/USA,"{'standard': {'jersey': 23, 'active': True, 'pos': 'G'}}"
59,Eric,Bledsoe,"{'date': '1989-12-09', 'country': 'USA'}","{'start': 2010, 'pro': 11}","{'feets': '6', 'inches': '1', 'meters': '1.85'}","{'pounds': '214', 'kilograms': '97.1'}",Kentucky,Kentucky/USA,"{'standard': {'jersey': 5, 'active': True, 'pos': 'G'}}"
361,Khris,Middleton,"{'date': '1991-08-12', 'country': 'USA'}","{'start': 2012, 'pro': 9}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '222', 'kilograms': '100.7'}",Texas A&M,Texas A&M/USA,"{'standard': {'jersey': 22, 'active': True, 'pos': 'F'}, 'africa': {'jersey': 22, 'active': True, 'pos': 'F'}}"
20,Giannis,Antetokounmpo,"{'date': '1994-12-06', 'country': 'Greece'}","{'start': 2013, 'pro': 8}","{'feets': '6', 'inches': '11', 'meters': '2.11'}","{'pounds': '242', 'kilograms': '109.8'}",Filathlitikos,Filathlitikos/Greece,"{'standard': {'jersey': 34, 'active': True, 'pos': 'F'}}"
2408,Thanasis,Antetokounmpo,"{'date': '1992-07-18', 'country': 'Greece'}","{'start': 2015, 'pro': 3}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '219', 'kilograms': '99.3'}",Panathinaikos,Panathinaikos/Greece,"{'standard': {'jersey': 43, 'active': True, 'pos': 'F'}}"
381,Xavier,Munford,"{'date': '1992-06-01', 'country': 'USA'}","{'start': 2015, 'pro': 2}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '173', 'kilograms': '78.5'}",Rhode Island,Rhode Island/USA,"{'standard': {'jersey': None, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': None, 'active': True, 'pos': 'G'}}"
299,Kyle,Korver,"{'date': '1981-03-17', 'country': 'USA'}","{'start': 2003, 'pro': 17}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '212', 'kilograms': '96.2'}",Creighton,Creighton/USA,"{'standard': {'jersey': 26, 'active': True, 'pos': 'G-F'}}"
1329,TJ,Cline,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 28, 'active': True, 'pos': 'F'}}"
2220,Kris,Clyburn,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 21, 'active': True, 'pos': 'G'}}"
2221,Daulton,Hommes,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 25, 'active': True, 'pos': 'F'}}"
2222,Fletcher,Magee,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 20, 'active': True, 'pos': 'G'}}"
431,Bobby,Portis,"{'date': '1995-02-10', 'country': 'USA'}","{'start': 2015, 'pro': 6}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '250', 'kilograms': '113.4'}",Arkansas,Arkansas/USA,"{'standard': {'jersey': 9, 'active': True, 'pos': 'F'}}"
115,Pat,Connaughton,"{'date': '1993-01-06', 'country': 'USA'}","{'start': 2015, 'pro': 6}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '209', 'kilograms': '94.8'}",Notre Dame,Notre Dame/USA,"{'standard': {'jersey': 24, 'active': True, 'pos': 'G'}}"
199,Treveon,Graham,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 93, 'active': False, 'pos': None}}"
518,Axel,Toupane,"{'date': '1992-07-23', 'country': 'France'}","{'start': 2015, 'pro': 3}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '210', 'kilograms': '95.3'}",Strasbourg IG,Strasbourg IG/France,"{'standard': {'jersey': 66, 'active': True, 'pos': 'G-F'}}"
176,Bryn,Forbes,"{'date': '1993-07-23', 'country': 'USA'}","{'start': 2016, 'pro': 5}","{'feets': '6', 'inches': '2', 'meters': '1.88'}","{'pounds': '205', 'kilograms': '93.0'}",Michigan State,Michigan State/USA,"{'standard': {'jersey': 10, 'active': True, 'pos': 'G'}}"
806,Justin,Jackson,"{'date': '1995-03-28', 'country': 'USA'}","{'start': 2017, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",North Carolina,North Carolina/USA,"{'standard': {'jersey': 44, 'active': True, 'pos': 'F'}, 'sacramento': {'jersey': 25, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 52, 'active': True, 'pos': 'F'}}"
855,Justin,Patton,"{'date': '1997-06-14', 'country': 'USA'}","{'start': 2017, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Creighton,Creighton/USA,"{'standard': {'jersey': 26, 'active': False, 'pos': None}, 'vegas': {'jersey': 50, 'active': True, 'pos': 'C'}, 'utah': {'jersey': 40, 'active': True, 'pos': 'F-C'}}"
899,D.J.,Wilson,"{'date': '1996-02-19', 'country': 'USA'}","{'start': 2017, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Michigan,Michigan/USA,"{'standard': {'jersey': 9, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 9, 'active': True, 'pos': 'F-C'}}"
765,Torrey,Craig,"{'date': '1990-12-19', 'country': 'USA'}","{'start': 2017, 'pro': 4}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '221', 'kilograms': '100.2'}",South Carolina Upstate,South Carolina Upstate/USA,"{'standard': {'jersey': None, 'active': True, 'pos': 'F'}}"
962,Donte,DiVincenzo,"{'date': '1997-01-31', 'country': 'USA'}","{'start': 2018, 'pro': 3}","{'feets': '6', 'inches': '4', 'meters': '1.93'}","{'pounds': '203', 'kilograms': '92.1'}",Villanova,Villanova/USA,"{'standard': {'jersey': None, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 9, 'active': True, 'pos': 'G'}}"
988,Rodions,Kurucs,"{'date': '1998-02-05', 'country': 'Latvia'}","{'start': 2018, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",                                   ,FC Barcelona/Latvia,"{'standard': {'jersey': None, 'active': False, 'pos': None}, 'vegas': {'jersey': None, 'active': True, 'pos': 'F'}}"
1308,Elijah,Bryant,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'vegas': {'jersey': 19, 'active': True, 'pos': 'G'}, 'standard': {'jersey': 6, 'active': False, 'pos': None}}"
921,Jaylen,Adams,"{'date': '1996-05-04', 'country': 'USA'}","{'start': 2018, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",St. Bonaventure,St. Bonaventure/USA,"{'standard': {'jersey': 6, 'active': False, 'pos': None}, 'vegas': {'jersey': 2, 'active': True, 'pos': 'G'}}"
2580,Mamadi,Diakite,"{'date': '1997-01-21', 'country': 'Guinea'}","{'start': 2020, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Virginia,Virginia/Guinea,"{'standard': {'jersey': 12, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 25, 'active': True, 'pos': 'F'}}"
2628,Jordan,Nwora,"{'date': '1998-09-09', 'country': 'USA'}","{'start': 2020, 'pro': 1}","{'feets': '6', 'inches': '8', 'meters': '2.03'}","{'pounds': '225', 'kilograms': '102.1'}",Louisville,Louisville/USA,"{'standard': {'jersey': 13, 'active': True, 'pos': 'F'}, 'vegas': {'jersey': 13, 'active': True, 'pos': 'F'}}"
2623,Sam,Merrill,"{'date': '1996-05-15', 'country': 'USA'}","{'start': 2020, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",Utah State,Utah State/USA,"{'standard': {'jersey': 20, 'active': True, 'pos': 'G'}, 'vegas': {'jersey': 25, 'active': True, 'pos': 'G'}}"
2624,E.J.,Montgomery,"{'date': None, 'country': None}","{'start': 0, 'pro': 0}","{'feets': None, 'inches': None, 'meters': None}","{'pounds': None, 'kilograms': None}",,,"{'standard': {'jersey': 23, 'active': False, 'pos': None}, 'vegas': {'jersey': 23, 'active': True, 'pos': 'F'}}"
520,P.J.,Tucker,"{'date': '1985-05-05', 'country': 'USA'}","{'start': 2006, 'pro': 10}","{'feets': '6', 'inches': '5', 'meters': '1.96'}","{'pounds': '245', 'kilograms': '111.1'}",Texas,Texas/USA,"{'standard': {'jersey': 17, 'active': True, 'pos': 'F'}}"
28,D.J.,Augustin,"{'date': '1987-11-10', 'country': 'USA'}","{'start': 2008, 'pro': 13}","{'feets': '5', 'inches': '11', 'meters': '1.8'}","{'pounds': '183', 'kilograms': '83.0'}",Texas-Austin,Texas-Austin/USA,"{'standard': {'jersey': 4, 'active': True, 'pos': 'G'}}"
323,Brook,Lopez,"{'date': '1988-04-01', 'country': 'USA'}","{'start': 2008, 'pro': 13}","{'feets': '7', 'inches': '0', 'meters': '2.13'}","{'pounds': '282', 'kilograms': '127.9'}",Stanford,Stanford/USA,"{'standard': {'jersey': 11, 'active': True, 'pos': 'C'}}"
242,Jrue,Holiday,"{'date': '1990-06-12', 'country': 'USA'}","{'start': 2009, 'pro': 12}","{'feets': '6', 'inches': '3', 'meters': '1.9'}","{'pounds': '205', 'kilograms': '93.0'}",UCLA,UCLA/USA,"{'standard': {'jersey': 21, 'active': True, 'pos': 'G'}}"
505,Jeff,Teague,"{'date': '1988-06-10', 'country': 'USA'}","{'start': 2009, 'pro': 12}","{'feets': '6', 'inches': '3', 'meters': '1.9'}","{'pounds': '195', 'kilograms': '88.5'}",Wake Forest,Wake Forest/USA,"{'standard': {'jersey': 5, 'active': True, 'pos': 'G'}}"
361,Khris,Middleton,"{'date': '1991-08-12', 'country': 'USA'}","{'start': 2012, 'pro': 9}","{'feets': '6', 'inches': '7', 'meters': '2.01'}","{'pounds': '222', 'kilograms': '100.7'}",Texas A&M,Texas A&M/USA,"{'standard': {'jersey': 22, 'active': True, 'pos': 'F'}, 'africa': {'jersey': 22, 'active': True, 'pos': 'F'}}"
20,Giannis,Antetokounmpo,"{'date': '1994-12-06', 'country': 'Greece'}","{'start': 2013, 'pro': 8}","{'feets': '6', 'inches': '11', 'meters': '2.11'}","{'pounds': '242', 'kilograms': '109.8'}",Filathlitikos,Filathlitikos/Greece,"{'standard': {'jersey': 34, 'active': True, 'pos': 'F'}}"
2408,Thanasis,Antetokounmpo,"{'date': '1992-07-18', 'country': 'Greece'}","{'start': 2015, 'pro': 3}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '219', 'kilograms': '99.3'}",Panathinaikos,Panathinaikos/Greece,"{'standard': {'jersey': 43, 'active': True, 'pos': 'F'}}"
496,Nik,Stauskas,"{'date': '1993-10-07', 'country': 'Canada'}","{'start': 2014, 'pro': 5}","{'feets': '6', 'inches': '6', 'meters': '1.98'}","{'pounds': '207', 'kilograms': '93.9'}",Michigan,Michigan/Canada,"{'standard': {'jersey': 13, 'active': True, 'pos': 'G'}}"
431,Bobby,Portis,"{'date': '1995-02-10', 'country': 'USA'}","{'start': 2015, 'pro': 6}","{'feets': '6', 'inches': '10', 'meters': '2.08'}","{'pounds': '250', 'kilograms': '113.4'}",Arkansas,Arkansas/USA,"{'standard': {'jersey': 9, 'active': True, 'pos': 'F'}}"
